,movieId,title,genres,scores
7229,99145,"impossible, the (imposible, lo)",Drama Thriller,0.9690786939228679
3590,5391,thirteen conversations about one thing (a.k.a. 13 conversations),Drama,0.9682645862116238
6625,78266,splice,Horror Sci-Fi Thriller,0.9656815521173345
8263,161634,don't breathe,Thriller,0.9652438594469701
2293,3217,"star is born, a",Drama,0.9650529036137653
1438,2037,candleshoe,Adventure Children Comedy,0.9636586527564532
1440,2041,condorman,Action Adventure Children Comedy,0.9636586527564532
2181,3056,oxygen,Crime Drama Thriller,0.9636586527564532
7801,128736,i'm here,Drama,0.9629431692548969
3500,5198,"long good friday, the",Drama Thriller,0.9629431692548969
5199,27829,slasher,Documentary,0.9629431692548969
3438,5054,brainstorm,Sci-Fi Thriller,0.9629431692548969
6446,71327,bright star,Drama Romance,0.9629431692548969
3368,4919,subway,Crime Drama Romance Thriller,0.9629431692548969
6490,72479,"messenger, the",Drama Romance War,0.9629431692548969
8146,151781,ghost in the shell: solid state society,Action Animation Crime Sci-Fi Thriller,0.9629431692548969
7858,132362,patlabor 2: the movie,Action Animation Sci-Fi,0.9629431692548969
7473,108192,hotel chevalier (part 1 of 'the darjeeling limited'),Drama,0.9629431692548969
6929,89862,bellflower,Action Drama Romance,0.9629431692548969
5269,31664,gorgeous (boh lee chun),Action Comedy Romance,0.9629431692548969
6936,90243,three outlaw samurai (sanbiki no samurai),Action Drama,0.9629431692548969
7919,135787,bruce lee: a warrior's journey,Documentary,0.9629431692548969
4998,26159,tokyo drifter (tôkyô nagaremono),Action Crime Drama,0.9629431692548969
5110,27002,from the earth to the moon,Action Documentary Drama Thriller,0.9629431692548969
7095,95163,dragon ball: mystical adventure (doragon bôru: makafushigi dai bôken),Action Adventure Animation Children,0.9629431692548969
7092,95145,dragon ball: the curse of the blood rubies (doragon bôru: shenron no densetsu),Action Adventure Animation Children,0.9629431692548969
4083,6506,fulltime killer (chuen jik sat sau),Action Thriller,0.9629431692548969
5691,47721,"red balloon, the (ballon rouge, le)",Children Fantasy,0.9629431692548969
5354,33435,los angeles plays itself,Documentary,0.9629431692548969
8477,178129,adventures in plymptoons!,Documentary,0.9629431692548969
8500,181315,phantom thread,Drama Romance,0.9629431692548969
5462,37853,into the blue,Action Adventure Crime Thriller,0.961943273923681
6970,91104,"twilight saga: breaking dawn - part 1, the",Adventure Drama Fantasy Romance,0.9616316368878143
1042,1415,"thieves (voleurs, les)",Crime Drama Romance,0.9607021160597863
1072,1465,rosewood,Action Drama,0.9600717728558081
7557,112006,tangled ever after,Action Animation Children,0.959002058177505
195,240,hideaway,Thriller,0.9589915115897778
6419,70687,paper heart,Comedy Documentary Drama Romance,0.9580134273988958
6555,74553,"secret of kells, the",Animation Fantasy,0.9580134273988958
6482,72308,battlestar galactica: the plan,Action Adventure Drama Sci-Fi,0.9580134273988958
712,981,dangerous ground,Drama,0.9555102924215901
4218,6777,judgment at nuremberg,Drama,0.9549576370503765
3913,6086,"i, the jury",Crime Drama Thriller,0.9549345207353326
3185,4608,"innocent man, an",Crime Drama,0.954225745647933
1075,1473,best men,Action Comedy Crime Drama,0.9538034070515549
2537,3587,inferno,Horror,0.9523899863802798
1170,1629,"matchmaker, the",Comedy Romance,0.9522069833457296
2361,3325,"next best thing, the",Comedy Drama,0.9494495291036251
6117,59604,"girl next door, the",Crime Drama Horror Thriller,0.9493539801115526
6692,80846,devil,Horror Mystery Thriller,0.9493539801115526
4045,6379,wrong turn,Horror Thriller,0.9493539801115526
4875,8831,suspect zero,Crime Thriller,0.9493539801115526
6149,60538,shrooms,Horror Thriller,0.9493539801115526
5246,31193,"many adventures of winnie the pooh, the",Animation Children Musical,0.9493539801115526
2909,4143,valentine,Horror Mystery,0.9493539801115526
3739,5667,tuck everlasting,Drama Fantasy,0.9493539801115526
5552,43549,helter skelter,Action Crime Drama Horror,0.9493539801115526
5038,26523,"silent night, deadly night",Horror Thriller,0.9493539801115526
4189,6715,children of the night,Horror,0.9493539801115526
6371,69251,special,Drama Fantasy,0.9493539801115526
4513,7321,twisted,Thriller,0.9493539801115526
690,944,lost horizon,Drama,0.9488598694498229
3177,4593,family business,Comedy,0.9488510914008175
4175,6688,autumn spring (babí léto),Comedy Drama,0.9481564973054227
1105,1529,nowhere,Comedy Drama,0.9481564973054227
3417,5011,charlotte gray,Drama Romance,0.9481564973054227
3714,5615,invincible,Drama,0.9481564973054227
414,499,mr. wonderful,Comedy Romance,0.9457363591272734
803,1105,children of the corn iv: the gathering,Horror,0.9450115921661877
4229,6794,beethoven's 2nd,Children Comedy,0.9450000862061488
7089,95067,"thousand words, a",Comedy Drama,0.9446884586945101
3524,5258,george washington,Drama,0.9439665677211453
6802,85342,elite squad: the enemy within (tropa de elite 2 - o inimigo agora é outro),Action Crime Drama,0.9413427073004254
8320,166492,office christmas party,Comedy,0.9412302098975199
6663,79798,i killed my mother (j'ai tué ma mère),Drama,0.938806449100796
8398,172215,saved by the bell: hawaiian style,Comedy,0.9374880665521443
5645,46062,high school musical,Children Comedy Drama Musical Romance,0.9355218474882723
3118,4483,caddyshack ii,Comedy,0.9346907642935488
7303,102217,bill hicks: revelations,Comedy,0.9342585567016546
5374,33779,eddie izzard: dress to kill,Comedy,0.9342585567016546
7019,92494,dylan moran: monster,Comedy Documentary,0.9342585567016546
5064,26681,bullet in the head,Action Drama War,0.9327023479357373
2365,3329,the year my voice broke,Drama Romance,0.931772587747214
2407,3402,turtle diary,Comedy Drama Romance,0.931772587747214
6189,61465,bangkok dangerous,Action Crime Thriller,0.9315703190454245
7461,107702,grudge match,Comedy,0.9305584035413006
6819,86000,boy,Comedy Drama,0.9303399281660891
6779,84553,pekka ja pätkä salapoliiseina,Comedy,0.9303399281660891
762,1046,beautiful thing,Drama Romance,0.9297015418756867
6781,84615,cedar rapids,Comedy,0.9292534389957883
1230,1726,"postman, the",Action Adventure Drama Sci-Fi,0.9288602024650044
1475,2084,newsies,Children Musical,0.9287718666008675
3636,5471,perfect,Drama Romance,0.9287718666008675
5806,50851,cocaine cowboys,Documentary,0.9277911949524937
7487,109187,"zero theorem, the",Drama Fantasy Sci-Fi,0.927247270631173
829,1161,"tin drum, the (blechtrommel, die)",Drama War,0.926154654867367
7187,97757,'hellboy': the seeds of creation,Action Adventure Comedy Documentary Fantasy,0.92534195815856
7680,117851,penguins of madagascar,Adventure Animation Children Comedy,0.9246825445040934
1050,1428,angel baby,Drama,0.9246075201805792
8415,172881,final flight of the osiris,Action Animation Sci-Fi,0.9236605148316336
3981,6265,head of state,Comedy,0.9236254000805256
2108,2961,"story of us, the",Comedy Drama,0.9233808581026464
1835,2557,i stand alone (seul contre tous),Drama Thriller,0.9226914554650719
4989,26122,onibaba,Drama Horror War,0.9226914554650719
3036,4350,forgotten silver,Comedy Documentary,0.9226914554650719
8215,158956,kill command,Action Horror Sci-Fi,0.9225563929583913
8152,152083,whiskey tango foxtrot,Comedy War,0.9222548892097472
4491,7266,"lost skeleton of cadavra, the",Comedy Horror Sci-Fi,0.9203481511326036
724,1003,extreme measures,Drama Thriller,0.9201720118222914
4659,7938,winter light (nattvardsgästerna),Drama,0.9201569855871237
2689,3813,interiors,Drama,0.9201569855871237
3074,4408,september,Drama,0.9201569855871237
5066,26694,ju dou,Drama,0.9201569855871237
3662,5515,songs from the second floor (sånger från andra våningen),Drama,0.9201569855871237
973,1329,blood for dracula (andy warhol's dracula),Horror,0.9201569855871237
3381,4956,"stunt man, the",Action Adventure Comedy Drama Romance Thriller,0.9201569855871237
4711,8188,sansho the bailiff (sanshô dayû),Drama,0.9201569855871237
4055,6405,treasure island,Adventure Children,0.9201569855871237
5301,32314,incident at loch ness,Adventure Comedy Documentary,0.9201569855871237
3063,4392,alice,Comedy Drama Fantasy Romance,0.9201569855871237
4521,7336,"damned, the (la caduta degli dei)",Drama War,0.9201569855871237
4978,26002,confidential report,Crime Drama Mystery Thriller,0.9201569855871237
4995,26151,au hasard balthazar,Crime Drama,0.9201569855871237
2867,4064,coffy,Action Crime Thriller,0.9201569855871237
4788,8512,silent movie,Comedy,0.9201569855871237
4715,8196,beyond the valley of the dolls,Comedy Horror,0.9201569855871237
4405,7091,horse feathers,Comedy,0.9201569855871237
5276,31737,bunny lake is missing,Mystery Thriller,0.9201569855871237
1186,1655,phantoms,Drama Horror Thriller,0.9198886772725424
4290,6938,billabong odyssey,Documentary,0.9198886772725424
6683,80551,eat pray love,Drama Romance,0.9190778807948418
5299,32300,d.e.b.s.,Action Comedy,0.9189009767752698
2621,3711,sarafina!,Drama,0.9185560062786293
6163,60943,frozen river,Drama,0.9180166628824868
4635,7841,children of dune,Fantasy Sci-Fi,0.9180166628824868
6095,59018,"visitor, the",Drama Romance,0.9180166628824868
5971,55278,sleuth,Drama Mystery Thriller,0.915841479364708
4971,25906,mr. skeffington,Drama Romance,0.9149740278624231
7031,93008,"very potter sequel, a",Comedy Musical,0.9149740278624231
1886,2634,"mummy, the",Horror,0.9144222858981012
4758,8387,police academy: mission to moscow,Comedy Crime,0.9141577741114957
7676,117545,asterix: the land of the gods (astérix: le domaine des dieux),Animation,0.9139086031103226
469,567,kika,Comedy Drama,0.9136052953688628
4424,7127,run,Action Drama Thriller,0.9120190774282123
7102,95307,rock of ages,Comedy Drama Musical IMAX,0.9117438054551302
8519,183897,isle of dogs,Animation Comedy,0.9115030446354091
7494,109483,that awkward moment,Comedy Romance,0.9107106940328368
6249,64116,igor,Animation Comedy,0.9105095425498939
7043,93443,goon,Comedy Drama,0.9092451047513386
7630,115122,what we do in the shadows,Comedy Horror,0.9087853449025278
4857,8782,thunderbirds,Action Adventure Fantasy Sci-Fi,0.9081204141427159
3356,4899,black knight,Adventure Comedy Fantasy,0.9059575968383181
996,1355,nightwatch,Horror Thriller,0.905430041146073
5185,27776,red lights (feux rouges),Drama,0.9051987650997155
2204,3086,babes in toyland,Children Comedy Fantasy Musical,0.9040963369558509
6891,88356,"smurfs, the",Animation Children Comedy,0.9035964775735751
4478,7248,"suriyothai (a.k.a. legend of suriyothai, the)",Action Adventure Drama War,0.9031433896103456
5853,52299,american hardcore,Documentary,0.9031433896103456
5833,51694,starter for 10,Drama Romance,0.9031433896103456
6953,90603,batman: year one,Action Animation Crime,0.9031433896103456
6089,58879,shine a light,Documentary Musical IMAX,0.9031433896103456
8366,169992,free fire,Action Crime Drama,0.9031433896103456
3735,5663,below,Horror,0.9031433896103456
4920,8952,falling angels,Drama,0.9031433896103456
3101,4451,jump tomorrow,Comedy Drama Romance,0.9031433896103456
4451,7176,crimson gold (talaye sorgh),Drama,0.9031433896103456
5383,33838,rize,Documentary,0.9031433896103456
5596,44731,stay alive,Horror Sci-Fi Thriller,0.9029819670304713
5708,48262,"bridge, the",Documentary,0.9025123372533943
6073,58351,city of men (cidade dos homens),Drama,0.9025123372533943
7292,101895,42,Drama,0.9025123372533943
3221,4660,scenes from the class struggle in beverly hills,Comedy,0.9025123372533943
6746,82527,barney's version,Drama,0.9025123372533943
2182,3057,where's marlowe?,Comedy,0.9025123372533943
8173,155659,florence foster jenkins,Comedy Drama,0.9025123372533943
7903,134881,love & mercy,Drama,0.9025123372533943
3093,4442,"last dragon, the",Action Comedy Drama,0.902476037196013
5398,34271,hustle & flow,Crime Drama,0.9019733326042692
2010,2816,iron eagle ii,Action War,0.9015721064565786
754,1034,freeway,Comedy Crime Drama Thriller,0.9007684540749701
3975,6249,boat trip,Comedy,0.899986579012064
4872,8815,exorcist: the beginning,Horror Thriller,0.8985295658893977
3304,4803,play misty for me,Drama Thriller,0.8981079753039984
6291,65740,revenge of the nerds iv: nerds in love,Comedy Romance,0.8974608207707339
5872,52867,"ex, the",Comedy Romance,0.8974608207707339
6290,65738,revenge of the nerds iii: the next generation,Comedy,0.8974608207707339
8175,155812,get a job,Comedy,0.8969655668958527
8242,160565,the purge: election year,Action Horror Sci-Fi,0.8967562783503578
7155,96606,samsara,Documentary,0.8964093702646931
2187,3064,poison ivy: new seduction,Drama Thriller,0.8948703049488882
3249,4710,"shootist, the",Drama Western,0.8939890716629775
6708,81417,paranormal activity 2,Horror IMAX,0.893325365847453
7386,104303,jobs,Drama,0.8922242715577915
5260,31435,rory o'shea was here (inside i'm dancing),Drama,0.8920812824524073
6465,71732,i sell the dead,Comedy Horror,0.8882923881903327
5262,31445,employee of the month,Comedy Drama,0.887633051089767
2422,3423,school daze,Drama,0.8868010473632519
1700,2385,home fries,Comedy Romance,0.8860408620713868
8112,148652,the ridiculous 6,Comedy Western,0.8858212585161304
3973,6244,salaam bombay!,Drama,0.8855703532496477
3936,6169,"black stallion returns, the",Adventure Children,0.8847296741212405
7380,104218,grown ups 2,Comedy,0.8843353458686721
5037,26510,"ewok adventure, the (a.k.a. caravan of courage: an ewok adventure)",Adventure Children Fantasy Sci-Fi,0.8839901540123642
4485,7259,you got served,Drama Musical,0.8833109709875355
6550,74508,persuasion,Drama Romance,0.8828804100389344
4617,7756,alexander nevsky (aleksandr nevskiy),Action Drama War,0.8828446991475802
3609,5433,silver bullet (stephen king's silver bullet),Adventure Drama Horror Mystery Thriller,0.8809906145641944
1190,1662,gang related,Crime,0.8809865581370726
2292,3214,american flyers,Drama,0.8800801478370806
1175,1642,indian summer (a.k.a. alive & kicking),Comedy Drama,0.8791219892983536
6426,70946,troll 2,Fantasy Horror,0.8766532027682834
3277,4756,"musketeer, the",Action Adventure Drama Romance,0.8764226223481183
2977,4248,josie and the pussycats,Comedy,0.87601395453616
4851,8754,"prime of miss jean brodie, the",Drama,0.8758490448692123
2953,4217,4 little girls,Documentary,0.8758490448692123
2234,3125,"end of the affair, the",Drama,0.8758490448692123
3473,5114,"bad and the beautiful, the",Drama,0.8758490448692123
4129,6592,"secret lives of dentists, the",Drama,0.8758490448692123
4281,6909,"eye, the (gin gwai) (jian gui)",Thriller,0.8758490448692123
3418,5012,yentl,Drama Musical Romance,0.8758490448692123
1317,1902,dream for an insomniac,Drama Romance,0.8758490448692123
3000,4292,norma rae,Drama,0.8758490448692123
5279,31903,zelary,Drama Romance,0.8758490448692123
5409,34359,georgy girl,Comedy,0.8758490448692123
4911,8938,tarnation,Documentary,0.8758490448692123
2936,4190,elmer gantry,Drama,0.8758490448692123
2933,4184,"bishop's wife, the",Comedy Drama Romance,0.8758490448692123
2928,4171,long night's journey into day,Documentary,0.8758490448692123
4950,25753,greed,Drama,0.8758490448692123
4736,8338,black narcissus,Drama,0.8758490448692123
4544,7382,i'm not scared (io non ho paura),Drama Mystery Thriller,0.8758490448692123
3789,5802,"world of henry orient, the",Comedy,0.8758490448692123
4733,8331,"man who came to dinner, the",Comedy,0.8758490448692123
1047,1423,hearts and minds,Drama,0.8758490448692123
1872,2612,mildred pierce,Drama Film-Noir,0.8758490448692123
4381,7062,birdman of alcatraz,Drama,0.8758490448692123
1339,1931,mutiny on the bounty,Adventure Drama,0.8758490448692123
1325,1913,picnic at hanging rock,Drama Mystery,0.8758490448692123
4568,7479,watch on the rhine,Drama,0.8758490448692123
4761,8424,"divorcee, the",Drama Romance,0.8758490448692123
4465,7217,dark passage,Crime Drama Film-Noir Romance Thriller,0.8758490448692123
4373,7053,roberta,Comedy Musical Romance,0.8758490448692123
5236,31030,i remember mama,Children Drama,0.8758490448692123
3939,6181,"red badge of courage, the",Drama War,0.8758490448692123
4606,7714,camelot,Drama Musical Romance,0.8758490448692123
4467,7219,they drive by night,Drama,0.8758490448692123
3938,6178,"patch of blue, a",Drama Romance,0.8758490448692123
4890,8875,"come back, little sheba",Drama,0.8758490448692123
4297,6948,tupac: resurrection,Documentary,0.8758490448692123
4380,7061,dark victory,Drama Romance,0.8758490448692123
2857,4046,friendly persuasion,Drama,0.8758490448692123
4965,25865,"letter, the",Drama Film-Noir,0.8758490448692123
5732,48741,"u.s. vs. john lennon, the",Documentary,0.8758490448692123
1347,1940,gentleman's agreement,Drama,0.8758490448692123
2441,3447,"good earth, the",Drama,0.8758490448692123
1458,2066,out of the past,Film-Noir,0.8758490448692123
4375,7055,swing time,Comedy Musical Romance,0.8758490448692123
4773,8463,johnny belinda,Drama,0.8758490448692123
4573,7560,fail-safe,Drama Thriller War,0.8758490448692123
3704,5601,"yearling, the",Children Drama,0.8758490448692123
3139,4520,license to drive,Comedy,0.8756311401737079
3653,5501,"master of disguise, the",Comedy Mystery,0.8756113499400704
7134,95939,"angels' share, the",Comedy Drama,0.8753579296421009
6961,90863,george harrison: living in the material world,Documentary,0.8753579296421009
7775,127108,brooklyn,Drama Romance,0.8751250292188555
5950,55112,shanghai kiss,Comedy Drama Romance,0.8746209033720397
5794,50658,49 up,Documentary,0.8746209033720397
4291,6939,gloomy sunday (ein lied von liebe und tod),Drama Romance,0.8746209033720397
6947,90469,paranormal activity 3,Horror,0.8744408717257401
1226,1718,stranger in the house,Thriller,0.8739176378664235
3608,5428,cheech & chong's the corsican brothers,Comedy,0.8726075080310572
4174,6687,my boss's daughter,Comedy Romance,0.8725442716130176
7698,118900,wild,Drama,0.8723243302851446
5531,42191,luxo jr.,Animation Children,0.8722868072676817
7607,114074,the skeleton twins,Drama,0.8719690437043315
7017,92439,"art of getting by, the",Drama Romance,0.8714152791217431
1506,2119,maximum overdrive,Horror,0.8712587384920436
4689,8092,frankenstein unbound,Drama Horror Sci-Fi,0.8705992769759123
4880,8844,camera buff (amator),Drama,0.8705992769759123
3389,4966,"incredible shrinking man, the",Sci-Fi Thriller,0.8699156362865017
1762,2462,texas chainsaw massacre: the next generation (a.k.a. the return of the texas chainsaw massacre),Horror,0.8699156362865017
1488,2098,son of flubber,Children Comedy,0.8699156362865017
1451,2055,hot lead and cold feet,Action Comedy Western,0.8699156362865017
729,1008,"davy crockett, king of the wild frontier",Adventure Western,0.8699156362865017
2761,3926,voyage to the bottom of the sea,Adventure Sci-Fi,0.8699156362865017
2797,3974,"little vampire, the",Adventure Children,0.8699156362865017
704,963,"inspector general, the",Musical,0.8699156362865017
3838,5925,"beast within, the",Horror,0.86961553282522
1262,1793,welcome to woop-woop,Comedy,0.8683036673890903
2673,3790,groove,Drama,0.8683036673890903
2023,2839,west beirut (west beyrouth),Drama,0.8683036673890903
2655,3756,"golden bowl, the",Drama,0.8683036673890903
7470,108156,ride along,Action Comedy,0.86777092960062
7773,127096,project almanac,Sci-Fi Thriller,0.8673540180838347
7369,103819,coffee town,Comedy,0.867193376895615
1614,2282,pecker,Comedy Drama,0.8670908003108334
3548,5304,"rome, open city (a.k.a. open city) (roma, città aperta)",Drama War,0.8664401325202835
4693,8121,"seducing doctor lewis (grande séduction, la)",Comedy,0.8661445367022057
6756,83132,"secret world of arrietty, the (kari-gurashi no arietti)",Animation Children Fantasy,0.8657290688479604
7501,109673,300: rise of an empire,Action Drama War IMAX,0.8652066072572467
8448,175485,death note,Horror Thriller,0.8646207889086049
1431,2027,jane austen's mafia!,Comedy Crime,0.8640606939780668
7713,120635,taken 3,Action Crime Thriller,0.8637152623714448
220,271,losing isaiah,Drama,0.8635044894643589
8168,155168,fraktus,Comedy,0.8634491141451145
5824,51357,citizen x,Crime Drama Thriller,0.8634491141451145
7440,106839,mandela: long walk to freedom,Drama,0.8634491141451145
6285,65596,mesrine: killer instinct (l'instinct de mort),Action Crime Drama Thriller,0.8634491141451145
8061,144210,just eat it: a food waste story,Documentary,0.8634491141451145
8016,141688,legend,Crime Thriller,0.8634491141451145
4691,8117,in china they eat dogs (i kina spiser de hunde),Action Comedy,0.8634491141451145
6842,86628,kill the irishman,Action Crime,0.8634491141451145
7995,140289,men & chicken,Comedy Drama,0.8634491141451145
5342,33158,xxx: state of the union,Action Crime Thriller,0.859877594350572
1808,2525,alligator,Action Horror Sci-Fi,0.8598459847148272
6928,89840,killer elite,Action Thriller,0.8597210151877761
6438,71248,extract,Comedy,0.8594758670462541
1960,2744,otello,Drama,0.8591034182338092
2739,3894,solas,Drama,0.8591034182338092
8434,174053,black mirror: white christmas,Drama Horror Mystery Sci-Fi Thriller,0.8590407583781838
333,408,8 seconds,Drama,0.8586379509129182
3135,4516,johnny be good,Comedy,0.8586379509129182
2233,3120,"distinguished gentleman, the",Comedy,0.8586379509129182
6409,70305,race to witch mountain,Adventure Children Fantasy Sci-Fi Thriller,0.8559435946653359
7207,98279,"fantastic fear of everything, a",Comedy,0.8557861449050482
2752,3914,"broken hearts club, the",Drama,0.8557692616018957
1447,2051,herbie goes to monte carlo,Adventure Children Comedy,0.8556708179699094
7830,130576,midnight special,Drama Sci-Fi,0.8553636267984297
4778,8482,"picture of dorian gray, the",Drama Fantasy Horror,0.8548725629241
4803,8580,into the woods,Adventure Comedy Fantasy Musical,0.853801459576682
183,228,destiny turns on the radio,Comedy,0.8530580228741044
4813,8605,taxi 3,Action Comedy,0.8526416953776147
2911,4146,"million dollar hotel, the",Drama Mystery Romance,0.8525324174809973
5435,36525,just like heaven,Comedy Fantasy Romance,0.8519914356817362
7926,136018,black mass,Crime Drama,0.8517765041820919
4520,7335,pickup on south street,Film-Noir,0.8515674910212407
4372,7051,"what's new, pussycat",Comedy,0.8515674910212407
3571,5348,hollywood ending,Comedy Drama,0.8515674910212407
3447,5069,escaflowne: the movie (escaflowne),Action Adventure Animation Drama Fantasy,0.8515674910212407
3317,4826,"big red one, the",Action Adventure Drama War,0.8515674910212407
5900,53574,"tv set, the",Comedy Drama,0.8515674910212407
5932,54771,"invasion, the",Action Drama Horror Sci-Fi Thriller,0.8515674910212407
7587,113252,housebound,Comedy Horror Thriller,0.8500718500695432
1310,1888,hope floats,Comedy Drama Romance,0.8497468060451223
4136,6611,umberto d.,Drama,0.8458803958161111
8160,152711,who killed chea vichea?,Documentary,0.8458803958161111
8330,167064,i am not your negro,Documentary,0.8458803958161111
5310,32582,"wild parrots of telegraph hill, the",Documentary,0.8458803958161111
8271,162414,mo,Drama,0.8458803958161111
8246,160644,indignation,Drama,0.8458803958161111
8543,187717,won't you be my neighbor?,Documentary,0.8458803958161111
1492,2103,tall tale,Adventure Children Fantasy Western,0.844525328746152
2702,3834,bronco billy,Adventure Drama Romance,0.8444748767224755
2410,3405,"night to remember, a",Action Drama,0.8444748767224755
2578,3658,quatermass and the pit,Horror Sci-Fi,0.8444748767224755
7149,96448,piranha 3dd (a.k.a. piranha dd),Comedy Horror,0.8432263862719027
3826,5891,i spit on your grave (day of the woman),Horror Thriller,0.8429873475625057
354,430,calendar girl,Comedy Drama,0.8411208882653862
1251,1767,music from another room,Drama Romance,0.8410937524717458
4353,7026,summer school,Comedy,0.8410805204890388
3912,6078,firefox,Action Sci-Fi Thriller,0.8395475393105968
381,460,getting even with dad,Comedy,0.8388645105613446
6113,59429,american pie presents beta house (american pie 6: beta house),Comedy,0.8384607619770355
2639,3737,lonely are the brave,Drama Western,0.8370310122011859
2387,3372,"bridge at remagen, the",Action War,0.8370310122011859
3756,5699,tom horn,Western,0.8370310122011859
3974,6246,talent for the game,Drama,0.8370310122011859
2974,4243,brigham city,Crime Drama Mystery,0.8370310122011859
7865,132796,san andreas,Action Drama Thriller,0.8366400588868883
2604,3694,"toxic avenger, part ii, the",Comedy Horror,0.8365341547465601
1182,1649,"fast, cheap & out of control",Documentary,0.8364711710685879
1955,2737,assassination,Action Drama Thriller,0.8353344252020712
196,241,fluke,Children Drama,0.8353344252020712
2220,3103,stanley & iris,Drama Romance,0.8317168544566451
1095,1502,kissed,Drama Romance,0.8313201718343222
735,1014,pollyanna,Children Comedy Drama,0.8311590039323288
6574,75395,frozen,Drama Horror Thriller,0.8280707845821071
8331,167370,assassin's creed,Action Adventure Sci-Fi,0.8268940320913738
7073,94503,"decoy bride, the",Comedy Romance,0.8261882062640532
3252,4714,any which way you can,Comedy,0.8258475894484507
6531,73808,"chaser, the (chugyeogja)",Crime Drama Thriller,0.8253798593613402
7803,128852,chris rock: bigger & blacker,Comedy,0.8253798593613402
5393,34148,"beat that my heart skipped, the (battre mon coeur s'est arrêté, de)",Drama,0.8253798593613402
5028,26413,snake in the eagle's shadow (se ying diu sau),Action Comedy,0.8253798593613402
7417,105720,"thief of paris, the (le voleur)",Comedy Crime Drama,0.8253798593613402
6038,57499,heaven and earth (ten to chi to),Action Adventure Drama War,0.8253798593613402
8256,161044,webmaster,Sci-Fi,0.8253798593613402
4843,8718,"snake pit, the",Drama,0.8253798593613402
8223,159403,neo tokyo,Adventure Animation Fantasy Horror Sci-Fi,0.8253798593613402
8218,159061,the wailing,Mystery Thriller,0.8253798593613402
7330,103027,much ado about nothing,Comedy Drama Romance,0.8253798593613402
7325,102852,with great power: the stan lee story,Documentary,0.8253798593613402
7310,102590,darkon,Documentary Fantasy,0.8253798593613402
7282,101423,mezzo forte,Action Animation Comedy,0.8253798593613402
6722,81791,somewhere,Drama,0.8253798593613402
3178,4594,farewell to the king,Action War,0.8253798593613402
3773,5768,modern problems,Comedy Fantasy,0.8253798593613402
7709,119828,a man called blade,Action Drama Thriller Western,0.8253798593613402
8399,172229,plain clothes,Comedy Mystery Romance Thriller,0.8253798593613402
807,1114,"funeral, the",Crime Drama,0.8253798593613402
5182,27769,down to the bone,Drama,0.8253798593613402
6145,60487,"it's the great pumpkin, charlie brown",Animation Children Comedy,0.8253798593613402
3921,6122,richard pryor live on the sunset strip,Comedy Documentary,0.8253798593613402
8401,172253,the night before,Comedy,0.8253798593613402
5377,33801,godzilla: final wars (gojira: fainaru uôzu),Action Adventure Fantasy Sci-Fi,0.8253798593613402
6214,62662,tokyo-ga,Documentary,0.8253798593613402
6239,63808,"class, the (entre les murs)",Drama,0.8253798593613402
5957,55207,cashback,Comedy Drama,0.8253798593613402
7237,99638,fish story (fisshu sutôrî),Comedy,0.8253798593613402
5334,33090,mutant aliens,Animation Comedy Sci-Fi,0.8253798593613402
7643,115819,mr hublot,Animation Comedy,0.8253798593613402
8354,168608,mudbound,Drama,0.8253798593613402
1263,1794,love and death on long island,Comedy Drama,0.8253798593613402
8390,171695,robin williams: live on broadway,Comedy,0.8253798593613402
4638,7844,"legend, the (legend of fong sai-yuk, the) (fong sai yuk)",Action Comedy,0.8253798593613402
8213,158874,karate bullfighter,Action Drama,0.8253798593613402
7969,138702,feast,Animation Children Comedy Drama Romance,0.8253798593613402
6966,90945,"sign of four, the",Adventure Crime Drama,0.8253798593613402
6849,86864,mothra (mosura),Adventure Fantasy Sci-Fi,0.8253798593613402
5070,26701,patlabor: the movie (kidô keisatsu patorebâ: the movie),Action Animation Crime Drama Film-Noir Mystery Sci-Fi Thriller,0.8253798593613402
6858,87197,let the bullets fly,Action Comedy,0.8253798593613402
7129,95839,"christmas carol, a",Drama Fantasy,0.8253798593613402
5058,26630,moonwalker,Musical,0.8253798593613402
5056,26622,dominick and eugene,Drama,0.8253798593613402
6944,90428,margaret,Drama,0.8253798593613402
5534,42559,samurai assassin (samurai),Action Adventure Drama,0.8253798593613402
5048,26585,"better tomorrow, a (ying hung boon sik)",Crime Drama Thriller,0.8253798593613402
7176,97230,side by side,Documentary,0.8253798593613402
5268,31660,steamboy (suchîmubôi),Action Animation Drama Sci-Fi,0.8253798593613402
5045,26562,white nights,Drama,0.8253798593613402
5563,43908,london,Drama,0.8253798593613402
5013,26283,charley varrick,Crime Drama Thriller,0.8253798593613402
7007,92008,haywire,Action Thriller,0.8253798593613402
5036,26504,cloak & dagger,Action Adventure Children Crime Mystery Thriller,0.8253798593613402
5020,26344,french connection ii,Action Crime Drama Thriller,0.8253798593613402
5031,26467,"day after, the",Drama Sci-Fi,0.8253798593613402
8516,183301,the tale of the bunny picnic,Children,0.8253798593613402
8440,174727,good time,Crime Drama,0.8253798593613402
6810,85438,jane eyre,Drama Romance,0.8253798593613402
2940,4197,real life,Comedy,0.8253798593613402
5087,26797,visions of light: the art of cinematography,Documentary,0.8253798593613402
6778,84523,kill! (kiru),Action Comedy Drama,0.8253798593613402
